country,date,total_cases,new_cases,total_deaths,new_deaths,region,disease
Finland,2003-06-23,1.0,0.0,0.0,0.0,,SARS
Finland,2003-06-24,1.0,0.0,0.0,0.0,,SARS
Finland,2003-06-25,1.0,0.0,0.0,0.0,,SARS
Finland,2003-06-26,1.0,0.0,0.0,0.0,,SARS
Finland,2003-06-27,1.0,0.0,0.0,0.0,,SARS
Finland,2003-06-30,1.0,0.0,0.0,0.0,,SARS
Finland,2003-07-01,1.0,0.0,0.0,0.0,,SARS
Finland,2003-07-02,1.0,0.0,0.0,0.0,,SARS
Finland,2003-07-03,1.0,0.0,0.0,0.0,,SARS
Finland,2003-07-04,1.0,0.0,0.0,0.0,,SARS
Finland,2003-07-07,1.0,0.0,0.0,0.0,,SARS
Finland,2003-07-08,1.0,0.0,0.0,0.0,,SARS
Finland,2003-07-09,1.0,0.0,0.0,0.0,,SARS
Finland,2003-07-10,1.0,0.0,0.0,0.0,,SARS
Finland,2003-07-11,1.0,0.0,0.0,0.0,,SARS
France,2003-03-24,1.0,0.0,0.0,0.0,Europe,SARS
France,2003-03-25,1.0,0.0,0.0,0.0,Europe,SARS
France,2003-03-26,1.0,0.0,0.0,0.0,Europe,SARS
France,2003-03-27,1.0,0.0,0.0,0.0,Europe,SARS
France,2003-03-28,1.0,0.0,0.0,0.0,Europe,SARS
France,2003-03-29,1.0,0.0,0.0,0.0,Europe,SARS
France,2003-03-31,1.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-01,1.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-02,1.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-03,3.0,2.0,0.0,0.0,Europe,SARS
France,2003-04-04,3.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-05,3.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-07,3.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-08,4.0,1.0,0.0,0.0,Europe,SARS
France,2003-04-09,4.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-10,4.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-11,5.0,1.0,0.0,0.0,Europe,SARS
France,2003-04-12,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-14,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-15,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-16,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-17,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-18,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-19,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-21,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-22,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-23,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-24,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-25,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-26,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-28,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-29,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-04-30,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-01,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-02,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-03,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-05,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-06,5.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-07,6.0,1.0,0.0,0.0,Europe,SARS
France,2003-05-08,6.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-09,6.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-10,7.0,1.0,0.0,0.0,Europe,SARS
France,2003-05-12,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-13,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-14,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-15,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-16,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-17,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-19,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-20,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-21,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-22,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-23,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-24,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-26,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-27,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-28,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-29,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-30,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-05-31,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-02,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-03,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-04,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-05,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-06,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-09,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-10,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-11,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-12,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-13,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-16,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-17,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-18,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-19,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-20,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-23,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-24,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-25,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-26,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-27,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-06-30,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-07-01,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-07-02,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-07-03,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-07-04,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-07-07,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-07-08,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-07-09,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-07-10,7.0,0.0,0.0,0.0,Europe,SARS
France,2003-07-11,7.0,0.0,1.0,1.0,Europe,SARS
Germany,2003-03-17,1.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-03-18,2.0,1.0,0.0,0.0,Europe,SARS
Germany,2003-03-19,1.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-03-20,1.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-03-21,1.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-03-22,2.0,1.0,0.0,0.0,Europe,SARS
Germany,2003-03-24,4.0,2.0,0.0,0.0,Europe,SARS
Germany,2003-03-25,4.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-03-26,4.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-03-27,4.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-03-28,4.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-03-29,4.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-03-31,5.0,1.0,0.0,0.0,Europe,SARS
Germany,2003-04-01,5.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-02,5.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-03,5.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-04,5.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-05,5.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-07,5.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-08,5.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-09,5.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-10,6.0,1.0,0.0,0.0,Europe,SARS
Germany,2003-04-11,6.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-12,6.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-14,6.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-15,6.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-16,6.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-17,6.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-18,6.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-19,6.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-21,6.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-22,7.0,1.0,0.0,0.0,Europe,SARS
Germany,2003-04-23,7.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-24,7.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-25,7.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-26,7.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-28,7.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-29,7.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-04-30,7.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-01,7.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-02,7.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-03,7.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-05,7.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-06,7.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-07,8.0,1.0,0.0,0.0,Europe,SARS
Germany,2003-05-08,8.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-09,9.0,1.0,0.0,0.0,Europe,SARS
Germany,2003-05-10,9.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-12,9.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-13,9.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-14,9.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-15,9.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-16,9.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-17,9.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-19,9.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-20,9.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-21,9.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-22,9.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-23,9.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-24,9.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-26,9.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-27,9.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-28,9.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-29,9.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-30,9.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-05-31,10.0,1.0,0.0,0.0,Europe,SARS
Germany,2003-06-02,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-03,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-04,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-05,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-06,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-09,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-10,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-11,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-12,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-13,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-16,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-17,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-18,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-19,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-20,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-23,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-24,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-25,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-26,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-27,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-06-30,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-07-01,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-07-02,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-07-03,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-07-04,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-07-07,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-07-08,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-07-09,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-07-10,10.0,0.0,0.0,0.0,Europe,SARS
Germany,2003-07-11,10.0,0.0,0.0,0.0,Europe,SARS
Hong Kong,2003-03-17,95.0,0.0,1.0,0.0,Asia,SARS
Hong Kong,2003-03-18,123.0,28.0,1.0,0.0,Asia,SARS
Hong Kong,2003-03-19,150.0,27.0,5.0,4.0,Asia,SARS
Hong Kong,2003-03-20,173.0,23.0,6.0,1.0,Asia,SARS
Hong Kong,2003-03-21,203.0,30.0,6.0,0.0,Asia,SARS
Hong Kong,2003-03-22,222.0,19.0,7.0,1.0,Asia,SARS
Hong Kong,2003-03-24,260.0,38.0,10.0,3.0,Asia,SARS
Hong Kong,2003-03-25,286.0,26.0,10.0,0.0,Asia,SARS
Hong Kong,2003-03-26,316.0,30.0,10.0,0.0,Asia,SARS
Hong Kong,2003-03-27,367.0,51.0,10.0,0.0,Asia,SARS
Hong Kong,2003-03-28,425.0,58.0,10.0,0.0,Asia,SARS
Hong Kong,2003-03-29,470.0,45.0,10.0,0.0,Asia,SARS
Hong Kong,2003-03-31,530.0,60.0,13.0,3.0,Asia,SARS
Hong Kong,2003-04-01,685.0,155.0,16.0,3.0,Asia,SARS
Hong Kong,2003-04-02,708.0,23.0,16.0,0.0,Asia,SARS
Hong Kong,2003-04-03,734.0,26.0,17.0,1.0,Asia,SARS
Hong Kong,2003-04-04,761.0,27.0,17.0,0.0,Asia,SARS
Hong Kong,2003-04-05,800.0,39.0,20.0,3.0,Asia,SARS
Hong Kong,2003-04-07,883.0,83.0,23.0,3.0,Asia,SARS
Hong Kong,2003-04-08,928.0,45.0,25.0,2.0,Asia,SARS
Hong Kong,2003-04-09,970.0,42.0,27.0,2.0,Asia,SARS
Hong Kong,2003-04-10,998.0,28.0,30.0,3.0,Asia,SARS
Hong Kong,2003-04-11,1059.0,61.0,32.0,2.0,Asia,SARS
Hong Kong,2003-04-12,1108.0,49.0,35.0,3.0,Asia,SARS
Hong Kong,2003-04-14,1190.0,82.0,47.0,12.0,Asia,SARS
Hong Kong,2003-04-15,1232.0,42.0,56.0,9.0,Asia,SARS
Hong Kong,2003-04-16,1268.0,36.0,61.0,5.0,Asia,SARS
Hong Kong,2003-04-17,1297.0,29.0,65.0,4.0,Asia,SARS
Hong Kong,2003-04-18,1358.0,61.0,81.0,16.0,Asia,SARS
Hong Kong,2003-04-19,1358.0,0.0,81.0,0.0,Asia,SARS
Hong Kong,2003-04-21,1402.0,44.0,94.0,13.0,Asia,SARS
Hong Kong,2003-04-22,1434.0,32.0,99.0,5.0,Asia,SARS
Hong Kong,2003-04-23,1458.0,24.0,105.0,6.0,Asia,SARS
Hong Kong,2003-04-24,1488.0,30.0,109.0,4.0,Asia,SARS
Hong Kong,2003-04-25,1510.0,22.0,115.0,6.0,Asia,SARS
Hong Kong,2003-04-26,1527.0,17.0,121.0,6.0,Asia,SARS
Hong Kong,2003-04-28,1557.0,30.0,138.0,17.0,Asia,SARS
Hong Kong,2003-04-29,1572.0,15.0,150.0,12.0,Asia,SARS
Hong Kong,2003-04-30,1589.0,17.0,157.0,7.0,Asia,SARS
Hong Kong,2003-05-01,1600.0,11.0,162.0,5.0,Asia,SARS
Hong Kong,2003-05-02,1611.0,11.0,170.0,8.0,Asia,SARS
Hong Kong,2003-05-03,1621.0,10.0,179.0,9.0,Asia,SARS
Hong Kong,2003-05-05,1637.0,16.0,187.0,8.0,Asia,SARS
Hong Kong,2003-05-06,1646.0,9.0,193.0,6.0,Asia,SARS
Hong Kong,2003-05-07,1654.0,8.0,204.0,11.0,Asia,SARS
Hong Kong,2003-05-08,1661.0,7.0,208.0,4.0,Asia,SARS
Hong Kong,2003-05-09,1667.0,6.0,210.0,2.0,Asia,SARS
Hong Kong,2003-05-10,1674.0,7.0,212.0,2.0,Asia,SARS
Hong Kong,2003-05-12,1683.0,9.0,218.0,6.0,Asia,SARS
Hong Kong,2003-05-13,1689.0,6.0,225.0,7.0,Asia,SARS
Hong Kong,2003-05-14,1698.0,9.0,227.0,2.0,Asia,SARS
Hong Kong,2003-05-15,1703.0,5.0,234.0,7.0,Asia,SARS
Hong Kong,2003-05-16,1706.0,3.0,238.0,4.0,Asia,SARS
Hong Kong,2003-05-17,1710.0,4.0,243.0,5.0,Asia,SARS
Hong Kong,2003-05-19,1714.0,4.0,251.0,8.0,Asia,SARS
Hong Kong,2003-05-20,1718.0,4.0,253.0,2.0,Asia,SARS
Hong Kong,2003-05-21,1719.0,1.0,255.0,2.0,Asia,SARS
Hong Kong,2003-05-22,1722.0,3.0,258.0,3.0,Asia,SARS
Hong Kong,2003-05-23,1724.0,2.0,260.0,2.0,Asia,SARS
Hong Kong,2003-05-24,1724.0,0.0,262.0,2.0,Asia,SARS
Hong Kong,2003-05-26,1726.0,2.0,267.0,5.0,Asia,SARS
Hong Kong,2003-05-27,1728.0,2.0,269.0,2.0,Asia,SARS
Hong Kong,2003-05-28,1730.0,2.0,270.0,1.0,Asia,SARS
Hong Kong,2003-05-29,1732.0,2.0,273.0,3.0,Asia,SARS
Hong Kong,2003-05-30,1736.0,4.0,274.0,1.0,Asia,SARS
Hong Kong,2003-05-31,1739.0,3.0,278.0,4.0,Asia,SARS
Hong Kong,2003-06-02,1746.0,7.0,282.0,4.0,Asia,SARS
Hong Kong,2003-06-03,1747.0,1.0,283.0,1.0,Asia,SARS
Hong Kong,2003-06-04,1748.0,1.0,283.0,0.0,Asia,SARS
Hong Kong,2003-06-05,1748.0,0.0,284.0,1.0,Asia,SARS
Hong Kong,2003-06-06,1750.0,2.0,286.0,2.0,Asia,SARS
Hong Kong,2003-06-09,1753.0,3.0,288.0,2.0,Asia,SARS
Hong Kong,2003-06-10,1754.0,1.0,290.0,2.0,Asia,SARS
Hong Kong,2003-06-11,1754.0,0.0,290.0,0.0,Asia,SARS
Hong Kong,2003-06-12,1755.0,1.0,291.0,1.0,Asia,SARS
Hong Kong,2003-06-13,1755.0,0.0,293.0,2.0,Asia,SARS
Hong Kong,2003-06-16,1755.0,0.0,295.0,2.0,Asia,SARS
Hong Kong,2003-06-17,1755.0,0.0,295.0,0.0,Asia,SARS
Hong Kong,2003-06-18,1755.0,0.0,295.0,0.0,Asia,SARS
Hong Kong,2003-06-19,1755.0,0.0,296.0,1.0,Asia,SARS
Hong Kong,2003-06-20,1755.0,0.0,296.0,0.0,Asia,SARS
Hong Kong,2003-06-23,1755.0,0.0,296.0,0.0,Asia,SARS
Hong Kong,2003-06-24,1755.0,0.0,296.0,0.0,Asia,SARS
Hong Kong,2003-06-25,1755.0,0.0,296.0,0.0,Asia,SARS
Hong Kong,2003-06-26,1755.0,0.0,296.0,0.0,Asia,SARS
Hong Kong,2003-06-27,1755.0,0.0,297.0,1.0,Asia,SARS
Hong Kong,2003-06-30,1755.0,0.0,298.0,1.0,Asia,SARS
Hong Kong,2003-07-01,1755.0,0.0,298.0,0.0,Asia,SARS
Hong Kong,2003-07-02,1755.0,0.0,298.0,0.0,Asia,SARS
Hong Kong,2003-07-03,1755.0,0.0,298.0,0.0,Asia,SARS
Hong Kong,2003-07-04,1755.0,0.0,298.0,0.0,Asia,SARS
Hong Kong,2003-07-07,1755.0,0.0,298.0,0.0,Asia,SARS
Hong Kong,2003-07-08,1755.0,0.0,298.0,0.0,Asia,SARS
Hong Kong,2003-07-09,1755.0,0.0,298.0,0.0,Asia,SARS
Hong Kong,2003-07-10,1755.0,0.0,298.0,0.0,Asia,SARS
Hong Kong,2003-07-11,1755.0,0.0,298.0,0.0,Asia,SARS
India,2003-04-17,1.0,0.0,0.0,0.0,,SARS
India,2003-04-18,1.0,0.0,0.0,0.0,,SARS
India,2003-04-19,1.0,0.0,0.0,0.0,,SARS
India,2003-04-21,1.0,0.0,0.0,0.0,,SARS
India,2003-04-22,1.0,0.0,0.0,0.0,,SARS
India,2003-04-23,1.0,0.0,0.0,0.0,,SARS
India,2003-04-24,1.0,0.0,0.0,0.0,,SARS
India,2003-04-25,1.0,0.0,0.0,0.0,,SARS
India,2003-04-26,1.0,0.0,0.0,0.0,,SARS
India,2003-04-28,1.0,0.0,0.0,0.0,,SARS
India,2003-04-29,1.0,0.0,0.0,0.0,,SARS
India,2003-05-06,1.0,0.0,0.0,0.0,,SARS
India,2003-05-07,1.0,0.0,0.0,0.0,,SARS
India,2003-05-08,1.0,0.0,0.0,0.0,,SARS
India,2003-05-09,1.0,0.0,0.0,0.0,,SARS
India,2003-05-10,1.0,0.0,0.0,0.0,,SARS
India,2003-05-12,1.0,0.0,0.0,0.0,,SARS
India,2003-05-13,3.0,2.0,0.0,0.0,,SARS
India,2003-05-14,3.0,0.0,0.0,0.0,,SARS
India,2003-05-15,3.0,0.0,0.0,0.0,,SARS
India,2003-05-16,3.0,0.0,0.0,0.0,,SARS
India,2003-05-17,3.0,0.0,0.0,0.0,,SARS
India,2003-05-19,3.0,0.0,0.0,0.0,,SARS
India,2003-05-20,3.0,0.0,0.0,0.0,,SARS
India,2003-05-21,3.0,0.0,0.0,0.0,,SARS
India,2003-05-22,3.0,0.0,0.0,0.0,,SARS
India,2003-05-23,3.0,0.0,0.0,0.0,,SARS
India,2003-05-24,3.0,0.0,0.0,0.0,,SARS
India,2003-05-26,3.0,0.0,0.0,0.0,,SARS
India,2003-05-27,3.0,0.0,0.0,0.0,,SARS
India,2003-05-28,3.0,0.0,0.0,0.0,,SARS
India,2003-05-29,3.0,0.0,0.0,0.0,,SARS
India,2003-05-30,3.0,0.0,0.0,0.0,,SARS
India,2003-05-31,3.0,0.0,0.0,0.0,,SARS
India,2003-06-02,3.0,0.0,0.0,0.0,,SARS
India,2003-06-03,3.0,0.0,0.0,0.0,,SARS
India,2003-06-04,3.0,0.0,0.0,0.0,,SARS
India,2003-06-05,3.0,0.0,0.0,0.0,,SARS
India,2003-06-06,3.0,0.0,0.0,0.0,,SARS
India,2003-06-09,3.0,0.0,0.0,0.0,,SARS
India,2003-06-10,3.0,0.0,0.0,0.0,,SARS
India,2003-06-11,3.0,0.0,0.0,0.0,,SARS
India,2003-06-12,3.0,0.0,0.0,0.0,,SARS
India,2003-06-13,3.0,0.0,0.0,0.0,,SARS
India,2003-06-16,3.0,0.0,0.0,0.0,,SARS
India,2003-06-17,3.0,0.0,0.0,0.0,,SARS
India,2003-06-18,3.0,0.0,0.0,0.0,,SARS
India,2003-06-19,3.0,0.0,0.0,0.0,,SARS
India,2003-06-20,3.0,0.0,0.0,0.0,,SARS
India,2003-06-23,3.0,0.0,0.0,0.0,,SARS
India,2003-06-24,3.0,0.0,0.0,0.0,,SARS
India,2003-06-25,3.0,0.0,0.0,0.0,,SARS
India,2003-06-26,3.0,0.0,0.0,0.0,,SARS
India,2003-06-27,3.0,0.0,0.0,0.0,,SARS
India,2003-06-30,3.0,0.0,0.0,0.0,,SARS
India,2003-07-01,3.0,0.0,0.0,0.0,,SARS
India,2003-07-02,3.0,0.0,0.0,0.0,,SARS
India,2003-07-03,3.0,0.0,0.0,0.0,,SARS
India,2003-07-04,3.0,0.0,0.0,0.0,,SARS
India,2003-07-07,3.0,0.0,0.0,0.0,,SARS
India,2003-07-08,3.0,0.0,0.0,0.0,,SARS
India,2003-07-09,3.0,0.0,0.0,0.0,,SARS
India,2003-07-10,3.0,0.0,0.0,0.0,,SARS
India,2003-07-11,3.0,0.0,0.0,0.0,,SARS
Indonesia,2003-04-14,1.0,0.0,0.0,0.0,,SARS
Indonesia,2003-04-15,1.0,0.0,0.0,0.0,,SARS
Indonesia,2003-04-16,1.0,0.0,0.0,0.0,,SARS
Indonesia,2003-04-17,1.0,0.0,0.0,0.0,,SARS
Indonesia,2003-04-18,1.0,0.0,0.0,0.0,,SARS
Indonesia,2003-04-19,1.0,0.0,0.0,0.0,,SARS
Indonesia,2003-04-21,1.0,0.0,0.0,0.0,,SARS
Indonesia,2003-04-22,1.0,0.0,0.0,0.0,,SARS
Indonesia,2003-04-23,1.0,0.0,0.0,0.0,,SARS
Indonesia,2003-04-24,1.0,0.0,0.0,0.0,,SARS
Indonesia,2003-04-25,1.0,0.0,0.0,0.0,,SARS
Indonesia,2003-04-26,1.0,0.0,0.0,0.0,,SARS
Indonesia,2003-04-28,1.0,0.0,0.0,0.0,,SARS
Indonesia,2003-04-29,1.0,0.0,0.0,0.0,,SARS
Indonesia,2003-04-30,2.0,1.0,0.0,0.0,,SARS
Indonesia,2003-05-01,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-02,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-03,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-05,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-06,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-07,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-08,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-09,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-10,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-12,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-13,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-14,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-15,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-16,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-17,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-19,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-20,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-21,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-22,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-23,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-24,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-26,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-27,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-28,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-29,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-30,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-05-31,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-06-02,2.0,0.0,0.0,0.0,,SARS
Indonesia,2003-06-03,2.0,0.0,0.0,0.0,,SARS
